lfc.1h	lfc.2h	lfc.4h	lfc.6h	lfc.10h
2.72165397344589	3.26809357145858	3.66458330463553	3.85366036439277	2.38089681028511
1.18350108810658	2.03140764893891	2.41726712846379	2.51676389318158	2.45337515911546
3.7615397682858	3.98402769306857	5.06758754838916	4.51235330725784	2.31311344175787
1.93839203844965	3.04556599855145	3.35269752662765	3.5081801061473	2.84271916274765
1.62644259882307	2.27089358961421	2.45278585099948	2.61790860489141	1.93397677598363
1.9345200730217	2.56723838862754	2.44395396728439	3.09138153021185	2.07692204878894
1.29134274804841	1.88760408435859	2.16850150807106	2.4802603153787	1.35478599008985
5.44416763370942	6.54172326607262	6.73495877288209	7.07452288882039	2.88863624992425
3.80779308805596	4.83908720216388	5.27423333529207	5.36224309232006	2.89454867452876
1.797508786791	2.86662118783948	2.90416821789667	3.23396571401633	2.4306507024497
1.97021745183665	3.15495245384572	3.18242978867283	3.10586612038583	1.67208610325039
2.07545489456252	2.69123362367872	2.91180897525702	3.35108502673943	2.99614557135107
1.54504089076376	2.29229809537563	2.15348119823408	2.47378552197726	1.6767507923728
2.21517478257035	2.871871842456	2.91605174905255	3.50039892181966	2.13094869595408
2.37646068780157	3.08702673721916	3.22346847298306	3.57862429680744	2.60404322199435
5.19667761681347	6.14010765563317	5.62587896566382	4.99553673965458	3.6369928469189
1.28516943850775	2.35318366730793	2.47420075575883	2.78541861881292	3.22225940130967
2.44240581536562	3.32353966849574	3.34428270400431	3.71704039658682	3.91205126287585
2.76095974780929	4.03620867802804	4.47422487559063	4.62226357251166	3.54372360962525
1.19558479987924	2.08347233274245	2.23196078899122	2.46623103712012	2.36998735152685
1.45803926508582	2.16460190385463	1.88296835781254	2.5858705502054	3.13255039932656
2.78849988376173	3.52219548936029	3.21180748755145	3.52111790955972	3.35355961090697
3.6695553992869	4.83757544569332	5.79455410209781	5.64267535302708	2.48817424065659
2.05238873373497	3.56707887099634	3.74603097927872	4.11245266171654	3.54587953854372
1.54414219874747	2.64585169650965	3.04480908743442	3.16797962327726	2.56511364527577
1.59413058615808	2.10102350795774	2.32714090238287	2.68366527986145	2.2972699188238
1.91205086396444	2.92968967344421	3.18728866796707	3.58393387462658	2.86479618048031
3.33287566846675	3.34110558120294	4.15993795967547	4.08617689589168	1.80525211831166
1.9760910203608	2.73207783109283	2.95028635045943	3.10120947791935	2.52725629810374
1.72892801085247	2.63932517722279	3.19774272963014	3.34971728515464	2.07707580453633
2.7889253663753	3.76090997025282	4.07582134918153	4.45120273059617	3.23432950843749
1.56003586959996	2.43705902126925	2.6962049993605	3.01261668355157	2.63234068610871
1.20885403178856	2.00078424478713	2.23170498087317	2.54248972797616	2.12475889026025
1.44821492175179	2.3437104366242	2.60367145128796	2.79898537031811	2.29121861990575
1.64357498388576	2.67437890121335	3.04878383976044	3.09019429393684	3.32169096093465
1.33911230004503	2.19336290080746	2.19162426225486	2.90162663572164	2.04381338911934
1.44081704780411	2.2888373016183	2.39886170381318	2.8130928058504	1.16109484462521
1.89501017628006	2.95150906774102	3.35101601427164	4.01743123828884	1.37888805075598
1.75851658356651	3.21572932822131	3.29781131310562	3.82482971249203	2.95007224243433
1.98574648657661	3.45339033812105	3.3741992452932	4.13514596609637	4.06653248758395
2.18384152360651	2.8661475150418	2.92066783636796	3.31755850342885	2.34212169492658
1.76937887371125	2.67311363361151	3.00936190867525	2.8739231508695	2.05783941589343
1.45212588966272	2.2125359557203	2.39143599571431	3.04328294312258	2.30809148103979
2.62736574778732	3.35303678972621	3.47739325126225	3.73532940492403	1.83761154818689
2.12546867299689	3.40206730117603	3.79715093718561	3.67312138863695	2.02826843750752
1.52905647950978	2.28816460456386	2.41139839809368	2.26452761849437	1.12266928995815
2.71620204755634	3.64601944153338	3.54485847163781	3.88144144601838	2.45272360297796
1.13063060645826	1.70120281500905	1.95072440216459	1.97516555479516	1.11179607566244
2.09124011794443	3.21615037561787	3.83788376816449	3.75869849179257	2.82022597991792
2.43102901083813	2.81899297743476	3.09894048605823	3.54665021439437	2.25259351565991
1.04751764034294	1.75543118206449	1.9726026837813	2.0914079604445	1.81913688025625
1.52292590015961	2.11677094385927	2.44104745785489	2.55882668415181	2.71779090779996
2.19785995906099	3.2402728878066	3.44501863998304	3.79894305858507	2.6433718175977
1.88078642911113	2.89082668849557	3.38704881845208	3.61259080089373	2.38113756718744
1.88835737888051	2.90385400980027	3.30053309515933	3.25764534062623	2.62615535070692
2.38330482718508	3.37603513241248	3.45610575917546	3.27242155451665	1.98623756559935
1.41176921683325	2.02527260765788	1.92679988370156	2.18448997639393	3.35321658105826
3.02960765463994	3.80266057271726	4.03107278626009	4.05996917297123	2.26559484690942
2.13472323395632	3.12413093578468	3.44059535828497	3.70818528030262	2.99132840395277
1.40994637458589	2.2036664027892	2.55537305494878	2.80416772540308	1.87745165677153
1.61981107213764	2.76610155377927	2.81258006394147	3.30942504021846	2.86537725638862
1.28930556663544	2.12960735128075	2.42713955103263	2.69233678688563	2.22685083187765
1.73779872804877	2.57133197985015	2.90952069767189	3.22587654965421	2.5276688118825
1.70726180646679	2.23286844625206	2.40014099792661	2.90948005087063	1.97899585960385
1.78568145082181	2.87749644177076	2.92803862317452	3.48111678324236	2.86728613301003
1.52410693746549	2.24091719807015	2.38095337479032	2.63304551778609	2.36932429450342
1.49934890194022	2.24252342107857	2.5392157938085	2.58428740107717	2.03884693319882
1.65907076664076	2.62746973356721	2.67132456329752	2.98720011852659	2.12065667831931
1.8509623965041	2.91418707489136	3.13656470403421	3.42901300699429	2.97449111784724
1.45464647277303	2.17678671360344	2.41972192000251	2.76655393002423	1.83431268767158
1.3825073418466	2.15413372556727	2.17183098649434	2.60760012540471	2.25073354974344
2.34871063357175	3.0306593976287	2.65661375244579	2.81317188046873	5.56012761830336
1.31370341576353	1.96252381282022	2.1802088329065	2.10737570103113	2.31097201699991
1.34907136063701	2.16077053988953	2.62583330718008	2.69292455582038	2.12487655296967
1.05230309310378	1.76605785701609	1.84115391442607	2.31611656146392	2.24686384406852
1.4319741885637	2.19795218245006	2.31388908156784	2.46798242167745	1.81994868153707
3.45085968509137	4.14063021973976	4.10305406516318	4.4752936214	3.37772750263711
2.01730832326548	2.85414450977933	3.1654452165114	3.37323976217405	2.6026668223032
1.08891023933228	1.8285826744076	2.01621632981216	2.21136660255477	2.52395490926541
1.29636335262035	2.0215688001926	2.21994077325994	2.64431062026018	1.32058196069508
1.02320097226533	1.49400873043555	1.92147208989974	1.82027239957021	1.80864192904905
4.64001495091919	6.56365501938218	6.45203941007764	6.71283093563454	4.55385902934207
1.4796052881392	2.34927146818398	2.45464264130567	2.67239328412233	2.16754053896379
1.89721706300655	3.21441318820021	3.53854807434572	3.39791124599328	3.71159393217313
2.40169080065369	3.37091708308148	3.79783263845982	4.06392894567498	3.07233137431046
1.73014665685849	2.69392315229776	2.85081949931645	3.0044924745584	2.20996064309715
1.884853750516	2.76691509810399	3.05942803088594	3.32244443547956	2.37023201248126
2.48782329186281	3.10726816649731	3.4398627617782	3.65448347871889	2.68419740832783
1.0799890072096	1.96639891282986	2.14827003970691	2.46607442502619	2.41122003656495
1.44118979778709	2.26094603115035	2.42832585252508	2.77108349335506	2.64689349775585
1.80556866439722	2.90479631154467	3.05793147627152	3.18452454678836	2.86571513341476
2.50913717226369	3.50980405723539	4.01930331315133	4.10778966065243	2.80156520884588
1.17409669542664	1.9367247909347	2.04374839927486	2.47750375093351	2.60536128719642
1.27157549906962	1.92492876943506	2.16949095262086	2.28152943926728	2.01390334398753
2.33509619919923	3.18979539177858	2.74426313190056	2.40732448324905	1.86446417590315
2.02675727033749	2.22810785903727	2.06583724708336	2.7128720958483	2.48626079879353
4.400968478171	4.59925402184699	3.74856034782788	4.05098787604219	2.22282864536176
2.06522224099605	2.4309165514413	2.6237090734868	3.11038078770472	2.73327827437337
1.05810260513921	1.68979261111598	1.62817290101767	2.01955155100418	2.15654585152374
1.87620875837655	2.75072099053886	2.99574084106763	3.24124951110435	1.81964657232566
1.51429638418803	2.70383040648289	2.89291811663527	3.286617885649	2.3946726416073
2.43756575907219	3.48063824407983	3.45166624502428	3.83303621204604	2.90312773837979
1.3697847060963	2.24336674205249	2.44072494927827	2.85862956155266	1.92316920667288
1.65966048116232	2.55081889960222	2.88876757190171	3.01107412528563	2.25154984169231
1.34424151412418	2.23548979345282	2.54983237920669	2.70206294432781	1.83434747726252
1.05485913550861	2.05065032133411	2.25009602563177	2.44985761563906	2.57927477407318
1.70894932344651	2.36422291881636	2.71755712117093	2.87222901189001	2.09207646507853
1.37022038446654	2.09162788307958	2.26701232980329	1.87617171088677	1.87847509371645
1.29285303949548	2.47491324629186	2.72387188521637	2.97175925688805	3.01426990272314
3.6214692967473	4.7078434650562	4.66460221266406	5.29334890783545	2.55782482206615
2.32112902746941	3.40200477390134	3.77242650075117	3.7060634574083	2.91435505425817
1.94214066664492	3.23670360963515	3.36924571626542	3.69718899189276	3.41060174814857
1.65052906446975	1.82998503302793	2.10164823526602	2.5115721006208	1.53294236997013
2.02454251198485	2.97511136519616	3.10870556675513	3.64631383197721	2.69810171145375
1.79762422310354	2.58201244836924	2.92777795198685	2.99973186466688	2.34263081317831
1.77937579240649	2.16099124646134	2.52554221070514	2.94789406676367	2.57404818969004
2.04686711509837	2.81891110288068	2.9285295497907	3.21960898247025	2.87721315775477
2.26641952450649	3.35541478793557	3.78139188796717	3.84039818761134	3.158775173217
1.52578113336916	2.95640451824607	2.83672197906061	3.06337289084732	2.51666764499446
1.64778901018792	2.35870287519143	2.77385402289138	3.29143056070967	2.7397985987039
1.99712863355377	2.52129934325389	2.88634449788187	2.78935778897201	1.2880612398496
1.18479780641811	1.54000978924813	1.59175459643304	1.66926746007994	1.30762806685531
1.67075970299335	2.65885552200784	3.01634000364886	2.96522034926741	2.41449572017935
1.63795600803127	2.39886162163614	2.49133690732971	2.94879112156287	3.1813110331158
1.73921289225335	2.59723744908644	2.47810677630359	3.26480606269195	2.57098104585815
1.59073008069904	2.25271147826165	2.47712122794371	2.7140153369457	1.8880103815393
3.02226449724955	3.42502284525747	3.41976046820519	4.62473164462002	4.07799504511839
3.66453798915727	3.06697583711351	2.58213895190299	2.40891588510282	3.54338881516493
3.07137379637485	3.58506513672384	3.26564293140615	4.36846358156606	3.12754534655793
1.36907200698144	2.06837179509077	2.40688086816016	2.75041175351829	1.85173606175397
2.19279998642175	3.22624632958202	3.53400719045821	3.40394384577536	2.42428600721317
1.84649922932961	2.70317611257179	3.01698518871873	3.09964941292591	2.67953543111645
1.56762557300048	2.5504258956677	2.89562843008419	2.94635765927604	2.92987708134117
1.8646413916943	2.68117755515829	2.90829127292884	3.12050711757594	1.18988566633235
1.98137613871919	3.1106502378586	3.48707002673419	3.67173056365136	2.56612490160483
1.30268261733023	2.21769647696419	2.56574268582155	2.57955712407805	2.05368214610673
1.81830777313718	2.96085544801124	3.15721203328618	3.21289915965988	3.55624408917837
1.72296159480632	2.62258729069969	2.75941268808665	3.15219132965765	2.53654909643838
1.94123945836119	3.02640847659739	3.37785393639015	3.62688776681664	2.31441403946833
2.21454709888766	3.17935800216352	3.48071183338536	3.71625707356957	1.83627452965105
2.41191751224778	3.12362760356276	3.23896197629185	3.37343438630073	2.50973029867407
1.22786664180784	1.93428247996329	2.09423293224587	2.04019861811466	2.07787392337594
1.10103565059763	1.74052922393124	2.13332232574716	2.30805140300294	1.72040030927105
1.28211263438626	1.91584755795929	2.52584209582002	2.59564735678085	2.30087704651276
1.13553219721252	1.59622981976894	1.6580701869146	2.17084816437867	2.18571542497237
1.98036509415962	3.25378584390477	3.57317861042065	3.87123714368559	3.72071279086283
3.87384342548527	5.84997221538895	6.25658790498934	6.32618254384322	5.64812939097016
2.31278393219787	3.27261856501115	3.38589629630079	3.79301388126155	2.68834268985399
1.53051163168699	1.84315014041457	1.51427492717696	2.55176881163157	1.81927391024031
2.13246039118328	3.21101000798994	3.43698856242626	3.42849835183124	3.36707549738968
1.70899152632513	2.47498630956935	2.91678321470187	3.36647380589645	2.60780113033882
2.87333259169486	3.70691932347884	4.02990623427669	4.5272593041512	2.93313956904004
1.43460177566674	2.30192693132315	2.6598295192857	2.74672099174275	2.98764906785756
2.50958199247002	3.7762882428291	4.33893412790812	4.17366190933708	2.05411534628
4.21497779994999	5.43765063830483	6.37654760079165	5.70964273351263	5.91055343544638
1.32546426905749	2.27448102216073	2.57295465826731	2.56090357517579	2.49509041701975
1.609620388275	2.41971702223058	2.72334846658181	2.95390436451494	2.47490800394055
1.40571819877778	1.94153034710518	2.17764798346591	2.34630577225032	1.25668147138999
1.07689151972546	1.88966725486776	2.22993578926415	2.29915743718207	2.16679886167283
1.96892730587476	2.74528591621897	2.94870733489083	3.39758963254767	1.94649390874507
2.2029579189994	3.20931810142399	3.70925413100731	4.0841451157564	2.83914139823226
1.74620590169806	2.73389197476558	3.22482387256964	3.42394002224546	2.63817369159575
1.12085998892199	1.74303428747613	1.80090824223702	2.18267905650483	2.52074822524645
2.13711717362348	2.9805721995353	3.16084401243469	3.3807409926362	2.32771087466236
1.40483547225033	2.14223028870641	2.52856605305625	3.00323667319454	1.52998678437946
4.92342682844066	5.61381721262898	5.74580024215373	5.38187546494089	2.43231766750193
1.49410214617203	2.31738273606138	2.4820138653968	2.77805212203832	1.85983085549505
3.19003782628224	4.30050447096866	5.23370102713144	5.13517322349157	3.20167418100298
4.2264649375266	5.742214933016	5.93217494081642	5.83655041865369	1.9175109743734
2.04160360092777	3.51402261546848	3.50804806373373	3.47717442249709	2.95789938988435
5.00098293813383	5.65313321364986	6.33951310930064	6.32572707502012	3.77317432542513
4.61577075322116	5.58321768195202	5.68486822740753	5.58284740775642	1.24554779645703
1.28115727523185	2.27028644664656	2.68962117970103	2.90305379964607	2.40033009878719
1.59871718153323	2.63600165231008	3.17448326643872	3.24725337113973	2.6042165329807
4.51457019655951	4.69287413239215	4.98306504693248	5.49531246053151	2.65099265240289
1.66675031990473	2.31138828240226	2.58496016215827	2.69379682071049	2.76376771555329
1.18901748474728	1.93030569477379	1.97525888048887	2.41801721632562	1.08240155399646
1.74311004938747	2.8930190973466	3.05554432551219	3.30252301525851	2.78018374491134
1.53649094247942	2.28363693487736	1.98450182994757	2.10387225230089	2.35114572452392
1.93541796059133	2.98723455591889	3.22572089393095	3.60338472865031	2.97075593404072
2.72496836876965	3.32426578809462	4.02176970603587	4.02067971223934	3.09847606249323
1.35190799062452	2.04981169198276	2.15758339035716	2.45468864663965	1.71298596573737
1.08402562484608	1.61186361271736	1.77942177512913	2.16679678254749	1.48300532193648
2.09688600648954	2.78997199710503	3.15436816043089	3.21579286774895	3.2279988835986
1.98095082451913	3.02388790554343	3.31029286976419	3.52392113775498	3.03032672987045
4.44446431645625	5.66164158339042	5.56570143543285	5.68263990340939	2.3050717445319
1.6371965528428	2.55610287544726	2.963830005195	2.96754968178514	2.37019724634083
1.73749535450819	2.56810496534561	3.10489225185032	3.20747587366088	1.92985752320772
4.27115793486055	5.39947895205356	5.91813151206394	6.04751107460852	3.11922822250038
1.96837388626876	2.60590245154586	2.74314543596358	3.01560363003745	2.08678921276352
2.86400111549755	3.67269471836964	4.0355485739279	4.54894201943511	2.23561260269376
1.80905583595768	2.61138252219374	3.29528341489255	3.09202669663612	1.06928804586221
4.04226366971909	4.05350749151142	4.19644170724124	4.37473748638479	4.7228977725679
5.14766896570196	6.3560371207578	6.11681063310692	6.21630264046893	1.95759928050304
1.32512494868167	1.98070728461441	2.18249889242876	2.65594209553876	1.98499715406442
1.06879201835401	1.60804685985697	1.67242973054323	2.00331453427835	1.54314707269682
3.24222314033079	3.13070149068163	3.28449126011122	3.39307880019222	3.62767604540704
1.86750628623189	2.49916419938466	2.78392684823735	3.16186440018456	2.24631565576458
2.12419414355623	2.80316624748362	2.85897616733648	3.35721700263808	2.64845150064665
1.95800342415477	2.571008409797	2.67006097019042	3.12256371438568	2.03579764820789
1.99867278291278	3.27609389286522	3.4119863103727	3.54650465966555	2.96041079562267
1.82404514114657	2.80558272833377	3.11074440666201	3.07129816848009	1.6686250430494
1.38313649186198	2.28825938172105	2.23178708135699	2.59775330153142	2.1667091675091
1.89503599983124	2.9505053851783	2.65458679122572	3.05650915309927	1.4579278922966
2.20491362467962	3.69654107605497	3.79706178932967	4.21204679617781	2.51232338043799
1.17791335446177	2.08541462783606	2.03668975275775	2.410249303153	2.01698613670026
1.81050380979475	2.95990868136864	3.04322572750356	3.49319847572597	1.77740405849577
3.95539565182347	3.6034641072829	3.54606586035405	3.89915775839073	2.68544348321266
2.51726988822966	3.8468848071017	3.89092868981296	4.06438278041895	2.95620338258712
1.21660555028519	1.93280435358938	2.52026945042012	2.2722566022342	3.01477130390246
1.802171469502	2.61827457250689	2.81383696143993	2.9962963283102	2.53533293391718
1.10503937060698	1.58188765342859	1.60175453181905	1.93367962609979	1.42401756807738
1.37633076308661	1.94730965060426	1.7449491635713	2.11862888156765	2.00060883043158
1.65893990354079	2.60320440640738	2.79418672580149	2.96778791667775	2.87535959453947
1.23076203804248	1.95358104624221	2.31970448024429	2.62773466750076	1.13817734378655
2.5150211161913	3.32829670086139	2.85522832178708	3.2471192785389	1.35510182763267
1.2507908458485	2.03311568174852	2.53416360821423	2.83915044654715	2.74062296096688
1.74392365286979	2.45850590521405	2.46247744705637	2.47255524771922	1.87797109487855
2.4926365095181	3.9047343342382	4.04882267543037	4.19749415354457	2.55044153707031
2.05025823866021	3.02597783560239	3.42262642616674	3.39762112005555	2.41099581375222
1.99111067846314	2.86363994376806	3.30366599629982	3.25511967710151	3.04881352191855
1.4977381468376	1.93435367990569	2.28553936184919	2.60571566294491	2.04806651468437
1.0230137622506	1.50046628255948	1.8179996660233	2.08772397959986	2.32489198313888
1.48911152011717	2.43977203800078	2.55456976835777	2.96459093387171	1.88964558581179
1.86055635191076	2.54511687073646	2.51436198448259	2.53360804156593	1.63107996001983
1.32189614320638	2.15261594586701	2.27108539288173	2.53006112525509	2.1845240618784
1.76933299353812	2.79094792800854	2.89687985395093	3.15732414052088	2.61705811427834
2.98313040253962	4.00390037465157	4.37467018548186	4.55415317133425	2.53210880525525
1.77437089975585	2.6593467880834	2.84415976743048	3.23043786083612	2.55591046511132
2.00233864675821	3.10041571527639	3.45687932350009	3.69422886396631	1.91812792964862
1.83695200840972	2.73296582567729	3.05949860689629	3.10797924813141	1.92103264335587
1.72188549618678	2.40323733222958	2.55981591391023	2.67219948848752	2.33773497470144
1.90227699096557	2.85609397298451	3.08769474268977	3.30795723938288	2.89126712198256
2.3360603596473	3.37248564356925	3.61117519628966	3.88410417862765	3.32308724161337
1.13624795105575	2.03995332037082	2.32063036072438	2.48716159090337	1.85178369555978
1.1642740911918	1.71267747896009	1.82382072261421	1.97776322105877	2.04244424826719
1.55546270099105	2.47055442122716	2.54886441367621	3.04612154097688	3.19072698075271
1.02332457053418	1.61385753367181	2.12816860468252	1.86786435567694	1.69805821675638
2.21475811516484	3.28244513998008	3.63899351544879	3.80430509988517	2.51573432803774
3.75734865278867	3.61344000502027	4.44305610759569	4.65936698356399	1.80569616338015
1.18980328228006	1.68465535432817	1.67446214911368	2.11710169425894	2.53262759012588
1.97030202325453	3.14000627861288	3.4145635855752	3.68913999101182	2.99322677119993
2.39971655333565	3.69319035723134	4.02938424900964	4.11685320813482	3.08270579258978
1.3917877795769	2.2746731237241	2.36173168258214	2.78580373156167	2.21330061601971
1.23448700108468	1.60182871052922	1.57975207519127	1.7750122245944	1.68221317395509
1.46230036626323	2.39503983971059	2.66991936570981	2.91171849324611	2.2022055714451
1.85857994097361	2.33493674461658	2.38577263370383	2.80181234919273	2.25974290723586
1.28085133399116	1.73602208114854	1.70183748237656	2.09976127639915	1.8023125154954
4.16640755309336	4.88599204158017	4.9838761719124	4.97605014372369	2.6336838371006
3.17155878919619	4.24613209333209	4.90790368948358	4.68058409968774	2.28710057304354
2.23332265360517	3.03866389960306	3.3469703834866	3.5665943077444	2.73576778310289
1.48402391280089	2.43732583909384	2.61330491068164	2.80113229461381	3.02784645011912
2.53298013480833	3.80758320267412	3.33984576905199	4.15535072327756	2.68808776057989
1.50582357986401	2.48643651618381	2.58252109438627	2.88543244666643	2.73277216663795
1.8557069826555	2.92336148923885	3.15045042840215	3.33970517153862	3.5951643468084
1.71700608649602	2.70555719040512	2.87932376494859	3.07342858272839	2.28794713377601
1.70681088397539	2.73140038239266	2.66117871752027	2.90039799829001	2.97870557388241
2.18406409153097	2.9141425563799	2.81026636319235	3.20124871496294	2.11011511256513
3.98149860719269	5.30417202802743	4.79818533001277	5.10589394380172	3.72414354891903
2.10971805467301	2.91541969851071	3.09150837940912	1.71894804256233	3.79669290915634
3.07990051215361	3.99695818919116	4.61242471913195	4.91992209833479	4.08225134416366
1.43385777168138	1.85729515585046	1.80187400375805	2.39283575732491	1.45953591251927
1.83428110154946	2.46857837639066	2.72395428182775	2.98884721372821	1.13662807121753
1.53558467272166	2.27372938364115	2.46220658148713	2.93469708653084	2.45153776878858
1.197848810693	1.98769109607505	2.21181288838602	2.61617198572476	2.30810834898385
2.11076655193658	3.0800770856943	3.22224002258666	3.57740276706428	3.5322184586795
1.65795360380665	2.66437816985628	3.00267023791102	3.10554186863471	2.41663170636053
2.0286213461596	3.0920277312775	3.57025053996947	3.65053786687944	3.01287054029402
1.7298886169755	2.64893010979404	2.79377156766164	2.77610265536806	2.2224783951492
2.34491831460693	3.33278088877951	3.65588775320751	3.88225852072584	2.56039150869925
2.62337252916613	3.21349308220901	3.16874241928241	3.45766818513744	2.58493239488211
2.41014179995771	3.00076329926471	2.76427411381783	3.67063777031273	3.03338779963875
1.10290285238871	1.3852650119034	1.28269792504687	1.65405030757675	2.61598721103757
1.29386064680568	2.20638540580126	2.61779620704697	2.89198008621871	2.62499683001139
