Geneid	Blood	1 hour	2 hours	4 hours	6 hours
A4GALT	0	115.3333333	336.3333333	425	499
AACS	37	144.3333333	374	410.3333333	653.3333333
AADAT	0	37.33333333	105.6666667	133	146.3333333
AAMDC	10.66666667	54	92.66666667	157	161.3333333
AARS	53	2622.333333	8792.333333	11663.33333	13601
AASS	4.666666667	34.33333333	113	165.3333333	184
ABALON	0.666666667	12	22.33333333	36.66666667	35
ABCA12	0	3.333333333	50.66666667	58.66666667	59
ABCA3	16.33333333	122.3333333	321	395.3333333	473.3333333
ABCA4	1.333333333	15.66666667	49.66666667	60.66666667	187.3333333
ABCB9	2.333333333	36.66666667	86.66666667	100.6666667	174
ABCC3	32	907	2786	3934	5179
ABCC9	0	5.333333333	13.66666667	19.66666667	17.66666667
ABCE1	40.66666667	430.6666667	1400	2253	2750.333333
ABCF1	221.3333333	819.3333333	2062.333333	2735.666667	2923
ABCF2	64.66666667	496	1451.666667	2079.333333	2664.333333
ABCG2	1.333333333	18.33333333	61.33333333	97.66666667	116
ABHD12	50.66666667	272	715.3333333	818.6666667	1130
ABL2	146	627.3333333	1462.666667	2118	2603.333333
ABLIM2	0	3.666666667	10.66666667	3.666666667	13.33333333
ABLIM3	13	1725.333333	5260.666667	8615.333333	8070.333333
AC002056.1	0	5.666666667	14.33333333	20	31.33333333
AC003092.1	0	18.66666667	26	37	13
AC004803.1	0	5.333333333	9.333333333	9.333333333	19.33333333
AC004816.1	0	29	71.66666667	135	119.6666667
AC004943.2	1.333333333	20.33333333	67	105	91.66666667
AC005077.2	0	4.333333333	10.66666667	12	11.66666667
AC005077.4	0	34.33333333	65.33333333	119	108
AC005083.1	0	10	19.66666667	35.33333333	27.33333333
AC005618.1	0	4.333333333	10	22.66666667	12.33333333
AC006213.1	1.666666667	11.66666667	28.33333333	30.33333333	19.66666667
AC006329.1	0	4.666666667	5	12.66666667	16.66666667
AC006333.2	2.666666667	17	35.33333333	54.66666667	62.33333333
AC006453.2	4	25.33333333	33	41.66666667	51.66666667
AC006504.5	9.333333333	41	95.33333333	139.6666667	177.3333333
AC007318.1	36.66666667	132.3333333	279	278	435.3333333
AC007319.1	0	7.666666667	17	16	19
AC007405.3	0	15	49.33333333	85.66666667	76
AC008038.1	162.6666667	788.3333333	1844	2609.666667	3722
AC008063.1	0	3.333333333	8.333333333	7.333333333	9.666666667
AC008663.2	0	5	6.333333333	12.33333333	11.33333333
AC008703.1	0	8.333333333	7.333333333	13.66666667	17.66666667
AC008759.1	0	5	35	57.33333333	56.33333333
AC008759.3	0	10	42.66666667	51.33333333	48.66666667
AC008966.1	0	6	21.33333333	30	30.66666667
AC009078.3	0	4	4.666666667	5.666666667	14
AC009237.14	0	23.33333333	76	103.6666667	125.3333333
AC009237.15	0	8	14.33333333	21	20.66666667
AC009237.3	0.666666667	55	162	195.3333333	228
AC009299.2	0.666666667	18.33333333	51.33333333	84.33333333	81
AC009404.1	13.33333333	74	155	133.6666667	195.6666667
AC009549.1	0	10.33333333	28	35	41.33333333
AC010197.1	0	8.333333333	17.66666667	34.33333333	30.66666667
AC010207.1	0	7	15.66666667	14.33333333	15.66666667
AC010329.1	0	8	28.66666667	26	27.33333333
AC010343.1	18.66666667	82.33333333	215.6666667	385.3333333	363
AC010442.1	9.333333333	42.33333333	126.6666667	120.6666667	249.3333333
AC010503.4	3.666666667	27.66666667	69	74.66666667	87.66666667
AC010536.1	0	9.333333333	10.66666667	13.66666667	21
AC010735.2	0	5	7	18.33333333	31
AC010761.1	23.66666667	109.6666667	255.3333333	316	466.3333333
AC010969.2	0	4.666666667	19	19	36
AC011294.1	0.666666667	12.66666667	41	42	63.33333333
AC011481.1	17.33333333	248.6666667	690	842.6666667	1226.666667
AC011511.5	0	10.66666667	15.33333333	10	19
AC012640.2	0	11	27.66666667	17.33333333	36
AC016205.1	0	4	12.66666667	19.33333333	25.33333333
AC016582.3	0.666666667	35.33333333	146	180	183.3333333
AC019080.1	1	27	67	137	105.3333333
AC019117.1	3.333333333	72.66666667	215.6666667	210.3333333	295.3333333
AC022034.1	0	7.333333333	16.66666667	22.33333333	45.33333333
AC022148.1	0	12.33333333	53.66666667	71	90.66666667
AC022149.1	20.33333333	135.6666667	330.3333333	617.3333333	547.6666667
AC022364.1	0	6	8.333333333	15.66666667	20
AC022509.3	0	6.666666667	16.33333333	16	17.33333333
AC024257.3	0	4.666666667	9.666666667	15.66666667	23
AC026403.1	3.333333333	31	80	82.66666667	153
AC026740.1	0	7.333333333	16.33333333	12.33333333	27.66666667
AC027031.2	2	15.33333333	36.66666667	46.66666667	96.66666667
AC027702.1	1	7.333333333	22.33333333	19.66666667	25
AC040160.1	0	7.666666667	15.33333333	17.33333333	32.33333333
AC063952.1	0	6	11.66666667	19	25
AC064807.1	1.333333333	10	22	27	20.33333333
AC073136.1	1.333333333	14	39.66666667	61.33333333	64
AC074143.1	21.66666667	107.6666667	284	352.3333333	649.3333333
AC078820.1	0	6.666666667	15.66666667	29.33333333	18.66666667
AC078923.1	0	17	52	81.66666667	81
AC079779.2	0	4.333333333	9.666666667	11	13.33333333
AC080112.1	1.333333333	49	163	219.3333333	281.3333333
AC087289.1	4	125.3333333	331.3333333	360.3333333	569
AC089983.1	0	7	21	20.66666667	25
AC090204.1	0	13.66666667	32.33333333	54	50
AC090578.2	0	4	20	18.33333333	20.66666667
AC091563.1	0	3	8.666666667	12	14.33333333
AC092117.1	3.333333333	19.33333333	36	44.33333333	44.66666667
AC092807.3	0	11.33333333	48.33333333	40	71
AC093535.2	0	8.333333333	10.33333333	24	23
AC093724.1	0	7.666666667	14	23.66666667	41.66666667
AC093840.1	0	9.666666667	33.33333333	32.33333333	61.66666667
AC093904.4	0	8	41	48	90
AC093908.1	0	7.333333333	12.66666667	30.33333333	28.66666667
AC095055.1	0.666666667	12.33333333	22.33333333	27.66666667	32.33333333
AC096582.3	0	25.66666667	103.3333333	112.3333333	168
AC096733.2	0	6	7.333333333	12.33333333	8.666666667
AC098487.1	0	6.333333333	8.333333333	12.66666667	7.666666667
AC098934.1	0	3.333333333	10	10	24
AC099850.3	4	23.33333333	34.66666667	33.66666667	46
AC104024.2	0	21.33333333	80	132	181.6666667
AC104083.1	0	8.333333333	28	24.66666667	43
AC104819.3	0	3	7.666666667	13.66666667	13.33333333
AC104958.2	0	8.666666667	22	38	42
AC105219.4	0	4.333333333	12.66666667	12.33333333	14.33333333
AC106791.1	0	3	11.33333333	16.33333333	16
AC108134.2	0	9.333333333	14	35.66666667	28.66666667
AC108860.2	0	7.666666667	12.66666667	13	16
AC112206.2	0	5.666666667	12.66666667	20	23.66666667
AC112236.2	0	7	16	26.33333333	22.33333333
AC116533.1	107.3333333	573	1354.666667	1962.666667	2690.333333
AC118549.1	66.66666667	413.6666667	1044	1557	1714
AC121338.2	0	6	13.33333333	18.66666667	26.66666667
AC121757.1	0	18.66666667	75	124.3333333	81
AC124947.2	0	4	9.666666667	15.66666667	14.33333333
AC125807.2	0	7.333333333	25	31	62
AC131235.1	0	4.333333333	17	13.66666667	19.33333333
AC138028.2	0.666666667	18.33333333	17	15.66666667	30.66666667
AC139769.1	2	15.66666667	71.33333333	95	102
AC140479.2	0	7.333333333	29.33333333	37.66666667	50
AC141586.1	15.33333333	51.66666667	83.33333333	120.6666667	121.3333333
AC156455.1	0	16.33333333	31.33333333	34.66666667	53.33333333
AC245100.3	0	8	20	51.66666667	45
ACACA	29.66666667	547.6666667	1804	2367.666667	2655
ACAT1	26.66666667	194	622.6666667	818.3333333	1014.666667
ACAT2	29.66666667	110.6666667	309.6666667	380.3333333	494
ACKR3	1.333333333	10.66666667	20.33333333	22	27
ACOT1	0	8.333333333	32	46.66666667	41.33333333
ACOT2	7.333333333	70	217	285	325.6666667
ACOT7	3.333333333	155.3333333	411.6666667	556.3333333	784.3333333
ACP1	88	453	1264.333333	1767.666667	2171.333333
ACSF2	52	250	724	880	1064
ACSM4	0	8	29	31	39.66666667
ACTG1	8845	31970.66667	62102	81291	103542
ACTL6A	43.33333333	308.3333333	776	1049.333333	1284.333333
ACTR5	18.33333333	91.33333333	231.6666667	210.6666667	322.6666667
ACVR1	31.33333333	171.6666667	541.3333333	700	1042.333333
ADAM15	149	1912.333333	5147.333333	6653.666667	8733
ADAM32	0	6.333333333	8	8.666666667	15.33333333
ADAMTSL5	4	42.66666667	141.6666667	172.3333333	159.6666667
ADAT3	0	4	7	7	6.333333333
ADCK2	17	100	286.3333333	278	465.3333333
ADCY3	24.33333333	253.3333333	694	991.3333333	1274
ADCY6	1.333333333	21.33333333	58	70.33333333	84
ADCY9	21	141.3333333	407.3333333	526.6666667	628.3333333
ADGRA3	6.666666667	241	843.6666667	1127.333333	1476
ADGRF1	4.666666667	813	3394	4092.666667	5268.333333
ADGRF4	0	59	169.3333333	255	510
ADGRF5	2	349	1298.666667	1805.666667	1911.666667
ADGRG1	142.3333333	1650	5333.333333	6927	7894.666667
ADGRG6	0	129.6666667	479	812	812.6666667
ADGRL2	0	35.66666667	106.6666667	200	247
ADK	70	335.3333333	908	1226	1480.333333
ADM2	11.33333333	208	698.6666667	859	1032.666667
ADO	15.33333333	77	192.3333333	271	336.6666667
ADORA1	0.666666667	14.66666667	41.66666667	52	137.6666667
ADORA2B	7	126.6666667	375.3333333	515	748.6666667
ADPRHL1	9	101.3333333	209.3333333	314.6666667	320.6666667
ADSSL1	4	35.33333333	125	147	161.6666667
AEN	26	179	470	603.6666667	1004.666667
AF127577.4	0	7.666666667	24	38.66666667	35
AFAP1	12.66666667	97.33333333	301.3333333	449.3333333	533.6666667
AFAP1-AS1	1.333333333	531	1698.666667	2520	3231.333333
AFDN	462	1798.333333	4776	6490.333333	6529.333333
AFDN-DT	0.666666667	10	29	31	53.66666667
AFMID	13.33333333	109	274.6666667	373.6666667	486.6666667
AGA	34.66666667	114.3333333	232.3333333	298.3333333	349.6666667
AGAP1	10.33333333	248.6666667	883.6666667	1136.666667	1446.666667
AGBL5	47.33333333	214	403.6666667	560	679.3333333
AGPS	82.33333333	483	1458	2129.666667	2486.666667
AGR2	0	124	249.6666667	267.3333333	695.6666667
AGRN	73.66666667	960.3333333	2562	3057	5251.666667
AGT	0	5.333333333	28.33333333	34	64
AHCY	33.33333333	1053.666667	3064.333333	4395.333333	6632.666667
AHDC1	49	241.3333333	678.6666667	886.6666667	935.6666667
AHI1	10.66666667	64.66666667	188.3333333	252.3333333	246
AHNAK2	2.666666667	812.3333333	2649.666667	3354	2986.333333
AIF1L	0	75.33333333	232.6666667	363	442
AIFM1	51.66666667	196.6666667	583.3333333	761.6666667	1002
AIG1	96.33333333	348.3333333	798.6666667	1207.333333	1446.666667
AIMP1	61.33333333	312.6666667	818.6666667	1284	1514.333333
AIMP2	6.666666667	52.33333333	157	272.6666667	291
AJUBA	3.333333333	253.3333333	834	995	1237.333333
AK3	34.66666667	200	496.6666667	788.3333333	918.3333333
AK4	2	196	657.6666667	1062.333333	1336
AK6	11.33333333	59.66666667	160.6666667	156.3333333	236
AKAP1	34.33333333	347.6666667	1210.333333	1583	2162.333333
AKAP6	0.666666667	43	181.3333333	257.3333333	260
AKR1A1	54	252.3333333	593	699	1256
AKR1B1	45.66666667	225	572.6666667	658.6666667	1187
AKR1C3	19	71.33333333	119.6666667	187.3333333	352
AKR1D1	0	6	18.66666667	20.66666667	29.33333333
AKR7A2	23.33333333	130	339.3333333	435	671
AKR7L	0	3.666666667	6.333333333	9.666666667	7.333333333
AL021392.1	0	6.666666667	11.33333333	13.33333333	24.33333333
AL021578.1	0	10	17.33333333	16	21.33333333
AL034417.2	0	6.333333333	22	26	31.33333333
AL035252.3	0	8	6.666666667	17.33333333	28.33333333
AL035665.1	0	36.66666667	103.3333333	162	156.3333333
AL049555.1	0	6.666666667	17.33333333	9.666666667	18.66666667
AL109615.3	0	17	45.33333333	46	63.33333333
AL109918.1	0.666666667	30.33333333	75.33333333	47	57.33333333
AL121772.1	0	7.666666667	14.33333333	20	28
AL121944.1	2.333333333	12	33.66666667	30	58
AL132857.1	0	6.333333333	23.66666667	29.66666667	40
AL133338.1	0	4	12	15	19.66666667
AL137060.1	0.666666667	10.33333333	12.66666667	11.33333333	11.33333333
AL137077.2	1.333333333	16.33333333	28	30	47
AL138689.1	0	7.666666667	13.33333333	13.66666667	29.66666667
AL138828.1	0	13.66666667	39.66666667	40	72.66666667
AL139393.2	0	12.66666667	16.33333333	17	31.66666667
AL161431.1	13.66666667	202	511	1166	1160.333333
AL162171.1	0.333333333	101.3333333	272	429.6666667	416.3333333
AL162595.1	0	9	31	45.33333333	63
AL355312.4	0	21.66666667	45	70	94.66666667
AL355338.1	0	9.666666667	31	39	51.66666667
AL358472.3	0	4	5.333333333	10	8
AL359091.5	0	4	6.333333333	4	12.66666667
AL365181.2	0	20.66666667	59.33333333	84.33333333	94.66666667
AL365181.3	0	51.66666667	188.3333333	343.6666667	333
AL390719.1	3.666666667	23.66666667	85	64.66666667	166.3333333
AL451042.2	0	4	8.666666667	18	26
AL512329.2	0	6.666666667	25.33333333	26	29
AL589743.1	0	2.666666667	10.66666667	22.66666667	37.33333333
AL590004.3	0	42	169.6666667	182.6666667	270.6666667
AL590666.2	0	13.66666667	36.33333333	72.66666667	57
AL596218.1	0	3.333333333	8.333333333	17.66666667	21.33333333
AL596244.1	3.333333333	69.33333333	143.6666667	223.6666667	243.6666667
AL606834.1	0	4.666666667	10.66666667	11.33333333	15
AL928596.1	0	5	20	33	32.66666667
AL928654.1	0	5	23	32.66666667	31
AL928654.4	2	25.33333333	82.66666667	88	125.6666667
ALCAM	589	2580.333333	8643.666667	12265.33333	13132.66667
ALDH18A1	24.33333333	178.3333333	527.6666667	702.6666667	911.6666667
ALDH1A3	0	25.66666667	91.33333333	136.6666667	207.3333333
ALDH1B1	2	147	561.3333333	770.6666667	1186.333333
ALDH3B2	0	4.666666667	19.33333333	22	42.66666667
ALDH4A1	6.333333333	42	112	129	220.6666667
ALDH5A1	15.66666667	135.3333333	442.3333333	589.6666667	857.3333333
ALDH7A1	1.666666667	163.3333333	473.3333333	588	877
ALG1L	0	18.33333333	36.33333333	40	66.66666667
ALG3	25.33333333	217.6666667	666.3333333	883.6666667	1319.666667
ALG5	22	88.33333333	229.6666667	283	422.6666667
ALG8	13.33333333	121.3333333	361	511	716.3333333
ALKBH2	8.333333333	58	212.3333333	221.6666667	411.3333333
ALKBH8	12	70.33333333	204.6666667	306.6666667	412.6666667
ALMS1-IT1	0	7.333333333	22	24.66666667	55.66666667
ALOX15B	0	26.66666667	93.66666667	230.3333333	127.6666667
ALOXE3	0	43	97.33333333	87	116
ALPG	0	75.66666667	224.6666667	396.6666667	321.3333333
ALPP	0	158	384	637	474.3333333
ALS2CL	79.33333333	376.3333333	776.3333333	770.6666667	1359.666667
ALYREF	77.66666667	365.3333333	840.6666667	961.3333333	1324.333333
AMH	2	23.33333333	33	33.66666667	100.6666667
AMOTL2	1.666666667	536	1869.666667	2779	3762
ANAPC1	62	318.3333333	801.3333333	1093	1232.666667
ANGPTL4	1.333333333	280.3333333	899.6666667	1333	2083.333333
ANK2	0	40	198.6666667	310	256.3333333
ANK3	24.33333333	192.6666667	512	808.6666667	738.6666667
ANKRD1	0	7.666666667	10	14.33333333	14.66666667
ANKRD13C	36.33333333	193.6666667	513	825	899.3333333
ANKRD18A	4.333333333	17	33.33333333	43	48.33333333
ANKRD24	2.666666667	17.66666667	66.66666667	73.66666667	108.6666667
ANKRD40	32.66666667	225	620	962.6666667	1093.666667
ANKRD42	34.66666667	115.6666667	273	272.3333333	387.3333333
ANKRD9	4.333333333	43.33333333	89.33333333	96	122.3333333
ANKS3	17	98.66666667	201.6666667	164.6666667	304
ANKS6	24.33333333	171	472.6666667	556	714.3333333
ANLN	8	308.3333333	570	937	934.3333333
ANO7	2.666666667	17	23.33333333	48	46.33333333
ANXA2	127.6666667	2254	5612.333333	8144.333333	9804.333333
ANXA2P2	16.66666667	154.6666667	295.3333333	485	521
AP000542.2	0	16.66666667	48.66666667	64	141
AP001372.2	2.333333333	36	81	103	149.3333333
AP001505.1	1.333333333	18.66666667	36	37.33333333	73.66666667
AP002414.2	0	4	8.333333333	8	13.66666667
AP003119.3	0	15.33333333	69.33333333	60.33333333	124
AP003559.1	0	3.333333333	8.666666667	12	30
AP1AR	16	131.6666667	405	567.3333333	705.3333333
AP1M2	35	325.3333333	892.3333333	1086.666667	1596.333333
AP1S1	13.66666667	222.3333333	574.6666667	860	1101.333333
AP1S3	7.333333333	50.66666667	160.6666667	273	302
AP3M2	46.33333333	204.3333333	537.6666667	722	1029
APBB2	25	302	1072	2116.333333	1791.333333
APEX1	75.33333333	417.3333333	1068.666667	1465.666667	2223
APEX2	47.66666667	154	427	534.3333333	775.6666667
APLP1	0	30.66666667	85.66666667	125	180.6666667
APOOL	13	118.3333333	354.6666667	556	694.3333333
APP	240.6666667	5622.666667	17564.66667	26076.66667	32261.33333
APRT	70.33333333	457	1183.333333	1206.666667	2235
APTX	50.33333333	242.3333333	579.3333333	802.3333333	943.3333333
AQP4	0	14	47.66666667	76.66666667	110.6666667
AREG	33.66666667	675.3333333	1925.333333	3281.666667	2879.333333
ARF4	504.6666667	1510.666667	3215.666667	3974	4383.333333
ARFGEF2	126.3333333	616	1880.666667	2626.333333	3107.666667
ARFGEF3	0	152.6666667	457	547	734.6666667
ARG2	2.666666667	127.3333333	456.3333333	659	712.6666667
ARHGAP10	19	181	496	672.6666667	724.6666667
ARHGAP11A	10.66666667	196.6666667	281.3333333	446.6666667	446.3333333
ARHGAP20	0	9.333333333	55	84.66666667	89.66666667
ARHGAP28	0	12.66666667	39	89.66666667	71.33333333
ARHGAP29	1.333333333	205.3333333	689	1169	1132.666667
ARHGAP32	19.33333333	206.6666667	733	1181.666667	1093.333333
ARHGAP39	0.666666667	45	93	112.6666667	148
ARHGAP42	0	54	187	325	418.6666667
ARHGAP44	2.333333333	28.66666667	94.66666667	130	136
ARHGAP5	61.33333333	702.6666667	2345	3770.666667	3380.666667
ARHGAP5-AS1	0.666666667	11	38.33333333	65.33333333	73.66666667
ARHGEF10L	8	151.3333333	455.3333333	492	950.3333333
ARHGEF12	55	1062.333333	3771.666667	5855.333333	5680
ARHGEF16	1.333333333	201.3333333	561.6666667	494	808.3333333
ARHGEF17	12.66666667	310.6666667	866.6666667	1052.666667	1230.666667
ARHGEF26	2.333333333	53	161.6666667	221.3333333	271.3333333
ARHGEF26-AS1	0	4	18	19.33333333	34.66666667
ARHGEF34P	2	144	426	563	626.6666667
ARHGEF35	1.666666667	20.66666667	75	85	109
ARHGEF37	1	17	34	62.33333333	108
ARHGEF38	3.666666667	39	119	143.3333333	168.3333333
ARHGEF39	10	63.33333333	100.3333333	114	144.6666667
ARHGEF5	10.66666667	278.6666667	854.3333333	989.6666667	1348
ARL1	35	259	735.6666667	1187	1456
ARL14	0	7.333333333	13.33333333	17	15.66666667
ARL2	8.333333333	91.66666667	221.3333333	233.6666667	414.6666667
ARL4A	15.66666667	184	359.6666667	487	538.3333333
ARL4D	0	50.66666667	107	166	216.3333333
ARMC1	26	137.6666667	360.6666667	538.6666667	724.3333333
ARMC9	0	27	113.6666667	166	233.3333333
ARMCX5	14.66666667	81.33333333	194	274.6666667	320
ARNT2	0.666666667	66	292.6666667	313.6666667	309
ARNTL2	0	113	397.6666667	588.3333333	756.3333333
ARSJ	0.666666667	75.33333333	244.6666667	460.3333333	487.6666667
ARVCF	9.333333333	40	76	55.66666667	108.6666667
ASAH2	0	7	20.33333333	33.33333333	44.66666667
ASAP2	4	58.33333333	196.6666667	351.3333333	286.6666667
ASAP3	3.333333333	143.3333333	498.6666667	596.6666667	712.3333333
ASB13	10.66666667	62	205.6666667	235	382.3333333
ASB3	6	36.33333333	68	83.33333333	118.3333333
ASB9	0	6	5.333333333	7	10.66666667
ASCC3	55	338	965	1364.333333	1320.666667
ASNS	83	2479	8219.666667	11154.66667	14896.66667
ASPHD1	0	23.33333333	61.33333333	68.33333333	130
ASPM	0.666666667	230	374.3333333	582.6666667	574
ASS1	0.666666667	116.6666667	466.6666667	574.3333333	739.3333333
ATAD2	59.66666667	312.6666667	908.3333333	1235.666667	1407.666667
ATAD3A	15.66666667	172	339.3333333	406.6666667	602
ATAD3C	1	15	54.33333333	67.66666667	103.3333333
ATF3	35	297.3333333	535.3333333	577	640.3333333
ATG101	13.66666667	113.3333333	243.6666667	273.6666667	457
ATG9B	5.333333333	53	77	66	153.3333333
ATIC	38	538.6666667	1619.666667	2203.333333	3030
ATL3	98	483.3333333	1704.666667	2325.666667	3079.666667
ATP13A2	44	261.6666667	696	873.3333333	1203.666667
ATP13A5	0	9	64.66666667	41.66666667	79.66666667
ATP1A1	576	5149.333333	15832.33333	21115.66667	23725.33333
ATP1A2	0	6	43.66666667	60.66666667	65.33333333
ATP1B1	4.333333333	797.6666667	3059	4441.333333	5417
ATP1B3	41.66666667	339.3333333	1093.666667	1201.333333	1782.666667
ATP2A2	284.3333333	1981.333333	6258.666667	8269	11858.33333
ATP2C2	13.66666667	580.3333333	1694.333333	2194.333333	2714
ATP2C2-AS1	0	11.33333333	27.66666667	34.33333333	40.33333333
ATP5MC1	22.66666667	95.66666667	262.6666667	324.3333333	590.6666667
ATP5MC3	55.66666667	310.3333333	805.6666667	1040.333333	1491.666667
ATP6V0A4	0	15.66666667	32	44.66666667	43
ATP6V0E2	21.66666667	88.66666667	208.6666667	264.3333333	418
ATP8B1	2.333333333	170.3333333	607	734	1026.666667
ATP9A	43	305.3333333	1012.333333	1310	1710
ATXN10	42	258.6666667	738.3333333	894	1198
AURKA	9.333333333	431.3333333	594	602.3333333	601.3333333
AURKB	20	84.66666667	147	226.3333333	365.6666667
AVPI1	2	27	59.33333333	48	83.33333333
AZGP1	20.33333333	7861.666667	29081	40180	45357.66667
AZGP1P1	0	6.666666667	17.66666667	16.66666667	22.66666667
AZIN1-AS1	1.333333333	18	31.33333333	40	38.66666667
B3GALNT1	4.666666667	72.66666667	253	280.3333333	384.3333333
B3GALT6	18	80.66666667	178.6666667	231.3333333	334.6666667
B3GNT3	0.333333333	384.3333333	1330.666667	1928.333333	2230.666667
B3GNT4	1.333333333	37.33333333	41	43.33333333	63.33333333
B3GNT6	0	4.666666667	21	28	63.33333333
B4GALNT3	33.33333333	285.3333333	594	801.6666667	1030.333333
B4GALNT4	0	12	24	21	54.66666667
B4GALT2	11.33333333	216	520	710	1089.666667
B4GALT7	25.66666667	107	232.3333333	317.3333333	475.3333333
B4GAT1	3.333333333	50.66666667	171	177.3333333	292.6666667
B9D1	1	17.33333333	44.66666667	51	88
BAALC-AS1	0	8.666666667	31.33333333	37.66666667	54.66666667
BAAT	0	2.666666667	4	8	10
BAG2	10	56.66666667	113.6666667	213.3333333	251.3333333
BAG3	14.66666667	444.3333333	1403	2251.333333	2646.666667
BAIAP2L1	16.66666667	1020.333333	2773.333333	4094.666667	4340.333333
BANF1	34.33333333	401	983.6666667	1207.333333	1801.333333
BARD1	8.666666667	51	137.6666667	196.3333333	265
BARX2	0	34.66666667	110	167.6666667	241.6666667
BBOF1	1.666666667	16.33333333	55.66666667	80	84.33333333
BCAM	0.333333333	220.6666667	571	999.3333333	1112.666667
BCAN	0	5.666666667	16	39.33333333	41.33333333
BCAR1	1.333333333	270	729.3333333	998.6666667	1151.333333
BCAR3	1.666666667	337	1008.333333	1601	1858.333333
BCAT2	12	105.3333333	320	369.3333333	513
BCCIP	41	216	493.6666667	671.3333333	831
BCL2L1	148.3333333	1327	3539.666667	6433.333333	6390.333333
BCL2L2	16.66666667	188.6666667	568.6666667	756.6666667	936.3333333
BDKRB1	0	4.333333333	24.66666667	22.66666667	22
BDKRB2	0.666666667	111.3333333	413.6666667	470	731.3333333
BDNF-AS	0	5	21.33333333	33	24
BEND3	0.666666667	23	57.33333333	100	123.6666667
BEND6	0	3.333333333	20.66666667	31.33333333	42.33333333
BEST2	0	28.33333333	87.33333333	116	95
BFSP1	0.666666667	16	55.33333333	88.33333333	96.33333333
BHLHE41	0.333333333	110.3333333	203.3333333	182.3333333	136.3333333
BIRC5	0.666666667	237	333	380	500.3333333
BIVM	3.333333333	18.33333333	58.33333333	58	108
BLM	12.33333333	40.33333333	92	136.3333333	160
BMP1	9.333333333	168.3333333	507	723	896.6666667
BMP3	0	10	30.66666667	42	58
BMS1	55.33333333	358.6666667	977.3333333	1383	1474
BMS1P1	1	10.66666667	25.66666667	36.66666667	46
BMS1P10	0	13.33333333	31	69	62
BNIP1	3.333333333	43.66666667	109.6666667	153	199
BNIP3P2	0	6	36.66666667	25.66666667	43.33333333
BNIP3P6	0	3.333333333	12.33333333	11.66666667	19.33333333
BOD1	25	144.3333333	479	529.6666667	732
BOK	6	128.6666667	403.6666667	517.3333333	725.3333333
BOLA3	5.333333333	58.33333333	131.6666667	181.6666667	215.6666667
BOP1	23.33333333	249.6666667	620.3333333	770.6666667	1207.666667
BPHL	4.666666667	48	98.66666667	122.3333333	195
BPNT1	31.33333333	117.6666667	288	408.6666667	528.6666667
BRINP1	0	3	13	10.66666667	17.33333333
BRIP1	3	22	64.66666667	79.33333333	129
BRIX1	15.66666667	266.3333333	653	815.6666667	1016
BRMS1L	4.333333333	62.66666667	210.6666667	284.6666667	328.6666667
BSN	4.333333333	60.66666667	142	195.6666667	264
BSPRY	1.666666667	192	483	612	788.3333333
BTBD3	16	271	848	1185.666667	1741
BTC	0.666666667	39.33333333	149.3333333	194	181.3333333
BTG3	4	178	496	633	750.6666667
BUB1	1.333333333	207.6666667	333	514.6666667	512.6666667
BUB1B	2	122.6666667	229	277.3333333	265.3333333
BUD23	70	249.6666667	595.6666667	755	1121.666667
BX322639.1	0	13.33333333	48	81.66666667	121
BYSL	19.66666667	132	347	431.3333333	592
BZW2	23.66666667	175.6666667	451	640	803.6666667
C10orf91	0	4	6.333333333	17.33333333	11.66666667
C11orf1	5.333333333	53.33333333	189.6666667	289.3333333	318
C11orf24	15.33333333	220	612.6666667	937	1105.666667
C11orf80	8.666666667	87.33333333	250	300	360.3333333
C11orf95	11.66666667	70.66666667	154	177.6666667	284.3333333
C12orf29	12.33333333	80	234.6666667	333.6666667	410.6666667
C12orf73	6.666666667	26	68	91.66666667	122
C15orf41	3.333333333	21.33333333	47	49.66666667	85.33333333
C16orf58	44.66666667	173	407.3333333	523.6666667	722
C16orf89	0	14.66666667	38.33333333	64	59
C16orf96	0.666666667	50	159.6666667	207	254.6666667
C17orf51	3	69.66666667	200	301.6666667	348.3333333
C17orf53	2.666666667	27.66666667	41.66666667	61.66666667	89.33333333
C17orf58	4	56.66666667	151	192	274.6666667
C17orf75	13.66666667	77.66666667	244.6666667	268	375.3333333
C19orf48	12	130.3333333	384.6666667	445	739.6666667
C1QBP	32	298	860	1171.333333	1664.666667
C1orf109	32	195.6666667	556.3333333	785	1038.333333
C1orf116	3.333333333	489.6666667	1439.333333	2573.333333	2850.666667
C1orf122	75.66666667	254	577.6666667	630.3333333	1053
C1orf198	4	115.3333333	363.3333333	538.3333333	729.6666667
C1orf21	16	96.33333333	333.6666667	387.6666667	405.6666667
C1orf210	0	38	126	182.6666667	204
C1orf216	11.33333333	79.33333333	172.6666667	219	341.6666667
C1orf226	7.333333333	32.66666667	99	129	188.3333333
C1orf35	21.33333333	95.33333333	242.6666667	230.3333333	341.3333333
C20orf27	6.666666667	34.33333333	72.33333333	81	147
C2orf16	1.333333333	13.33333333	44.33333333	52	80.66666667
C3	36.33333333	329.6666667	779.6666667	2735.666667	1969.333333
C3orf14	0.666666667	48.33333333	152	206.3333333	314.3333333
C3orf33	2.666666667	34.66666667	95.66666667	108.6666667	151.3333333
C3orf52	3.333333333	89.33333333	234.3333333	306	534
C4BPB	0	65.33333333	173	202.3333333	392.6666667
