Geneid	Blood	1 hour	2 hours	4 hours	6 hours	10 hours
CMAS	21.6666666666667	113.333333333333	357.333333333333	402.333333333333	627	587.871082890049
CMPK1	145	560.333333333333	1455	2089.66666666667	2743.33333333333	2222.63292101081
CMTR2	45	261	666.666666666667	906.333333333333	1239.33333333333	754.789577565172
COA3	12	63.6666666666667	137.333333333333	163.333333333333	258.333333333333	233.391493337504
COMT	21.3333333333333	127.333333333333	393	410.666666666667	705.333333333333	858.534557615516
COPG2	36	157	388	510.333333333333	653.666666666667	558.407064462399
COPS4	44.6666666666667	202	502	738.333333333333	771.666666666667	517.046345141081
COPS8	66	339	896.333333333333	1143	1501	863.560093512107
COX10	12.6666666666667	79	231.333333333333	304.666666666667	404.333333333333	532.750466222661
COX5A	44.6666666666667	204.333333333333	486.333333333333	634.333333333333	870.666666666667	898.480276261478
COX6C	58.6666666666667	259.666666666667	606.333333333333	639.333333333333	1046	1067.48724788998
CP	5.66666666666667	40.3333333333333	107.666666666667	91	113	655.043789267316
CREB3	117.666666666667	425	982.666666666667	1246.66666666667	1463.33333333333	2248.36832138263
CSE1L	142	586.666666666667	1489	2432	2687.33333333333	1415.88768856865
CSNK1E	104	321.666666666667	795.666666666667	910	1543.33333333333	3722.63739292634
CSNK2A2	87.6666666666667	376.333333333333	970.333333333333	1242.66666666667	1396.33333333333	1215.58912004927
CSPG4P10	1.66666666666667	24.6666666666667	60.3333333333333	61.6666666666667	117.666666666667	192.776885317353
CSTF2	18	119.333333333333	323	421.666666666667	542.666666666667	470.835700539875
CTNNA1	1276.33333333333	4162	10645.3333333333	14024.6666666667	16833.3333333333	20206.2011721621
CUTA	50.6666666666667	200.666666666667	480.333333333333	608.333333333333	925.666666666667	879.710919234689
CYB5B	86.3333333333333	259	536.666666666667	805	889.666666666667	982.476379888485
CYP2J2	0	6	38	39.6666666666667	58	84.4591554789613
CYTH3	71.3333333333333	318.666666666667	829.666666666667	1042.66666666667	1304.66666666667	1292.0329818293
DAAM1	29	181	651.666666666667	1015.33333333333	877	999.482858385451
DCAF4	9.66666666666667	82	229.333333333333	349.333333333333	490.666666666667	557.038536518306
DCLRE1A	16.3333333333333	88	252	349.666666666667	380.333333333333	209.844446396744
DCTD	43.3333333333333	277.333333333333	729	1018	1263.66666666667	1099.63087098977
DCUN1D5	17.6666666666667	163	345.666666666667	488	642.666666666667	422.314504763384
DDB1	342.333333333333	1186	3088.66666666667	3937.33333333333	5541.66666666667	6252.0067892618
DDOST	351	1529.33333333333	3908	4802.66666666667	6995	8164.30561168046
DDX1	72.3333333333333	430.666666666667	1286.66666666667	1658.33333333333	1928	1694.64568407208
DDX10	16.6666666666667	159	464	789	837	506.105727107854
DDX11	65.3333333333333	234	565.666666666667	701	1079.33333333333	1164.92966678734
DDX19A	28	102.333333333333	236	324.333333333333	399	985.637559176548
DDX21	310	1744.66666666667	4115.33333333333	4900.66666666667	4863	4227.19606818862
DECR2	7.33333333333333	46.6666666666667	78	80.6666666666667	141.333333333333	202.106458170121
DENND2A	0	4.66666666666667	9.33333333333333	6.66666666666667	8.33333333333333	6.12174064138109
DENND6B	5.66666666666667	34.6666666666667	70.3333333333333	87.3333333333333	146	186.67105369526
DERA	59.6666666666667	177.333333333333	434.333333333333	492.333333333333	701.666666666667	788.280293187553
DERL1	253.333333333333	1456	3949	5422.66666666667	6927.33333333333	2294.00610068439
DFFA	36.6666666666667	169.333333333333	550.666666666667	724.666666666667	1048.33333333333	731.024122463206
DHRS3	16	147	447	488	631	763.250485713932
DHX35	23	97.3333333333333	252.666666666667	321	497.666666666667	444.962285138646
DHX57	25.3333333333333	134.333333333333	348.333333333333	547.666666666667	590.666666666667	483.045964784502
DKC1	184	754.666666666667	2005.33333333333	2875	3475	2136.74330314044
DNAJC10	176	581.666666666667	1683.33333333333	2245.66666666667	2807.66666666667	2743.424481058
DNAJC11	41.6666666666667	209	520	740	892.666666666667	823.206361278504
DNAJC2	66	270.333333333333	609	841	733.333333333333	820.719048651493
DNAL1	11.3333333333333	41.6666666666667	150	197.333333333333	265.666666666667	191.211392205151
DNPH1	2	42.6666666666667	124.666666666667	113.333333333333	233.333333333333	169.986925569505
DOCK9	109.333333333333	952.666666666667	2823.33333333333	4484.66666666667	4032.33333333333	3846.21043734712
DPCD	4.33333333333333	28.6666666666667	98.3333333333333	121	163.333333333333	169.480174730357
DPH1	27.6666666666667	130.333333333333	221.333333333333	308.666666666667	465.666666666667	495.005552959605
DPH2	30	207.666666666667	578.333333333333	650.333333333333	1107.66666666667	895.450674269247
DROSHA	72	407.333333333333	1040.33333333333	1591.66666666667	1684.33333333333	1462.55988756524
DUS4L	9.33333333333333	51.6666666666667	96.6666666666667	144.333333333333	208.666666666667	159.372008252211
DVL1	119.666666666667	860	2113.66666666667	2396.33333333333	3123.66666666667	3527.71338287531
DYNC1I2	41.3333333333333	327	1024.33333333333	1603.66666666667	1685.33333333333	1816.36298034438
DYNC2H1	16	77.3333333333333	288.333333333333	327.333333333333	394	171.102906101766
DYNC2LI1	8	40.6666666666667	95	145.666666666667	227.333333333333	106.648128442105
DYRK4	5.66666666666667	40	77	114.666666666667	114.333333333333	92.2698409101291
DZANK1	9	30	58.6666666666667	69.3333333333333	84	85.351313649815
EBAG9	40.3333333333333	217.333333333333	628.666666666667	946.333333333333	907.333333333333	526.519448128049
ECHS1	42	217	536	618.666666666667	913.666666666667	1294.22625467337
ECI1	27.6666666666667	158.666666666667	423	383.333333333333	749	685.073017590791
ECSIT	19.3333333333333	99.3333333333333	218	277.333333333333	375	468.993412122088
EDA	0.666666666666667	8.66666666666667	15	17	50	273.516981062778
EEF1DP3	1	13	15	13	16.3333333333333	42.0434745502172
EEF1E1	2.33333333333333	28.3333333333333	65.3333333333333	57	142.666666666667	40.5612312589532
EEF2	2146	9011.66666666667	21423	29679.3333333333	41843.3333333333	44416.7577082569
EHBP1	29.6666666666667	228.666666666667	668.333333333333	1043.33333333333	893.666666666667	560.772251515464
EIF2A	87	497	1286.33333333333	1941	2173	2065.84481541067
EIF2AK4	73.3333333333333	367	1017.33333333333	1553.66666666667	1629.33333333333	1764.64570991277
EIF2B2	17.6666666666667	107.333333333333	263.666666666667	365.333333333333	442.333333333333	224.211990905594
EIF2S1	81	551.666666666667	1635	2488.66666666667	2965	1508.19780817194
EIF2S2	341	1346.66666666667	3732	5583	5838.33333333333	3976.14286005208
EIF2S2P4	8.66666666666667	51	157.666666666667	204.666666666667	230.666666666667	18.1602156039507
EIF3B	148.333333333333	820.333333333333	2139.66666666667	2635.66666666667	3885	4083.89442962926
EIF3E	295.333333333333	1945.33333333333	5599.33333333333	8246	10612.6666666667	5363.29758977359
EIF3H	503	3947.33333333333	10884	15375.6666666667	19145.6666666667	5537.67510754721
EIF3I	122.333333333333	914.666666666667	2206.33333333333	2809.66666666667	3673	3553.67919154673
EIF5A	378	1204.33333333333	2776.66666666667	3356	4546	5715.13477525026
EIF6	101	338.333333333333	781	1099.33333333333	1439.33333333333	1357.15760992786
ELK3	119	459	1063	1955	2084	1721.68572788076
ELMO3	87	302.666666666667	627.666666666667	671	1147.33333333333	1152.27667589952
ELOVL6	11.3333333333333	72.3333333333333	254.666666666667	366.666666666667	492	645.346565277217
ENOX1	0	4	25	39.3333333333333	42.3333333333333	25.718693914757
ENTPD6	68.6666666666667	575	1616	1916	2733	2543.29042024503
EPB41L4A-AS1	19.3333333333333	92	160	147.666666666667	337.666666666667	277.147266381542
EPB41L5	50	361	1074.66666666667	1635.66666666667	1534.33333333333	1276.80530338116
EPHX1	69.6666666666667	361.666666666667	865.666666666667	1300.66666666667	2170	2500.42392227905
ERI3	14.3333333333333	178	456	623.333333333333	967.666666666667	785.225851864056
ERLEC1	92	385	1067.66666666667	1586.66666666667	1798.66666666667	2152.49370378478
